50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,"[35.0, 69.0]",,,,,,,,9.28,,,,,,,,,,,,,,,539574a6-077e-4097-a67a-6884a907b41c,1397,,"[29.0, 68.0]",7532,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Simon Thorup Kjær,5534.0,Right Center Back,76,Denmark,776,"['3a9f4d86-4567-499d-abee-3d06a3530f6c', 'e908f241-c14f-48cb-b0d4-931cff02474f']",10,,,,,,,,,,,,,,,Denmark,00:40:10.333,Carry,
,,,,"[22.0, 42.0]",,,,,,,,6.307,,,,,,,,,,,,,,,c10d60b4-b76d-4f91-8025-1a0e9345b551,1400,,"[14.0, 49.0]",7532,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,76,Denmark,776,"['186821c0-0267-4f2f-bfa7-d917502655c9', '888ac18c-bf60-4c6a-832d-dfebb1000536']",21,,,,,,,,,,,,,,,Denmark,00:40:21.973,Carry,
,,,,"[53.0, 22.0]",,,,,,,,2.053,,,,,,,,,,,,,,,01d454b6-4e4a-4e08-a63c-03364a06d2fa,1403,,"[42.0, 21.0]",7532,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Delaney,5527.0,Left Center Midfield,76,Denmark,776,"['5536bdda-8b1f-4391-a544-4a0f14490326', 'bebbfe53-6a44-4cf9-bc96-4c199f10e633']",29,,,,,,,,,,,,,,,Denmark,00:40:29.600,Carry,
,,,,"[79.0, 71.0]",,,,,,,,0.401,,,,,,,,,,,,,,,dfc11a63-6a1e-4fb0-851f-259419c88970,1408,,"[81.0, 76.0]",7532,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Henrik Dalsgaard,4763.0,Right Back,76,Denmark,776,"['2130910d-eb6b-4f0e-a239-f505a72ffda6', '4d2f96c3-d096-48d8-af78-011e7bc11c94']",36,,,,,,,,,,,,,,,Denmark,00:40:36.172,Carry,
,,,,"[74.0, 65.0]",,,,,,,,0.508,,,,,,,,,,,,,,,be9434dd-19f9-4c77-a89e-837cd98bbf73,1412,,"[74.0, 63.0]",7532,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Lasse Schöne,5520.0,Right Center Midfield,76,Denmark,776,"['9c544553-63dd-470a-bf89-391278b3289f', 'ab82b7a4-0c5e-4d83-86f5-de788abf12be', 'd621259a-e7b7-4e22-86d5-997d707ec8c0']",37,,,,,,,,,,,,,,,Denmark,00:40:37.332,Carry,True
,,,,"[90.0, 62.0]",,,,,,,,1.64,,,,,,,,,,,,,,,a0122c3a-b382-499e-becb-a61a3f031798,1415,,"[86.0, 63.0]",7532,40,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,76,Denmark,776,"['ab8589ff-c5d8-4239-bd54-709e27ca5c54', 'c73a1fb2-e802-4192-b93b-64ae12acdf44']",38,,,,,,,,,,,,,,,Denmark,00:40:38.413,Carry,
,,,,"[58.0, 34.0]",,,,,,,,1.601,,,,,,,,,,,,,,,9ce251f7-d4ea-4bf5-ad4d-b806d955533f,1429,,"[59.0, 38.0]",7532,41,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,77,Peru,784,"['bd49f6f7-62e8-40a7-ad0e-3c96209b6284', 'e09750ac-0f18-497c-8ca5-29d9e37aa97a']",34,,,,,,,,,,,,,,,Peru,00:41:34.332,Carry,
,,,,"[57.0, 50.0]",,,,,,,,0.92,,,,,,,,,,,,,,,1e348aa5-d7d5-4cf6-bb42-307aa8b4c7e5,1433,,"[56.0, 48.0]",7532,41,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Delaney,5527.0,Left Center Midfield,78,Denmark,776,"['1f13e427-150f-4136-9ec6-84d8363c3251', 'ad967a50-7acc-4a9f-a529-0570f5aca847']",36,,,,,,,,,,,,,,,Denmark,00:41:36.613,Carry,
,,,,"[65.0, 64.0]",,,,,,,,1.241,,,,,,,,,,,,,,,e0b681a1-4a9f-40d9-ba9e-e55373898b45,1437,,"[62.0, 57.0]",7532,41,,,,,,,,,,,,,,,,,,,1,Regular Play,Yussuf Yurary Poulsen,5536.0,Right Wing,78,Denmark,776,"['2380f4fc-093a-4a0e-94e1-16e6a72eae66', 'd28a5137-be28-4ca8-8cc9-62d8015ab2b4', 'df9a541e-d608-4d4f-aa8b-0201dd4f163e', 'ea3ef14a-0d35-4f96-9995-e6a5d42d492a']",38,,,,,,,,,,,,,,,Denmark,00:41:38.372,Carry,True
,,,,"[64.0, 70.0]",,,,,,,,3.24,,,,,,,,,,,,,,,260d8b84-8b04-4df0-a040-46bb011634c8,1440,,"[65.0, 64.0]",7532,41,,,,,,,,,,,,,,,,,,,1,Regular Play,Yussuf Yurary Poulsen,5536.0,Right Wing,78,Denmark,776,"['2e18ad95-11de-45d4-93c9-8d10ce859d06', '571422b4-ee12-4616-a2aa-2d83ca7a3053', 'df9a541e-d608-4d4f-aa8b-0201dd4f163e', 'ea3ef14a-0d35-4f96-9995-e6a5d42d492a']",39,,,,,,,,,,,,,,,Denmark,00:41:39.613,Carry,True
,,,,"[56.0, 79.0]",,,,,,,,0.841,,,,,,,,,,,,,,,7510da38-3ab4-4e78-80a8-ef945b5ab227,1444,,"[55.0, 78.0]",7532,41,,,,,,,,,,,,,,,,,,,1,Regular Play,Henrik Dalsgaard,4763.0,Right Back,78,Denmark,776,"['9fec4656-0eae-4804-92c7-e2d0a090497a', 'e5998590-892c-4d97-9a81-810ae062552a']",43,,,,,,,,,,,,,,,Denmark,00:41:43.652,Carry,
,,,,"[72.0, 79.0]",,,,,,,,0.121,,,,,,,,,,,,,,,1495ca5e-a4d5-4a71-9b0f-663931f9d899,1447,,"[71.0, 78.0]",7532,41,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolai Jørgensen,5522.0,Center Forward,78,Denmark,776,"['05fb9c1c-7150-4655-8722-5fcf1ac28947', '8d33182d-523e-48ea-8f16-0d47be4014db']",45,,,,,,,,,,,,,,,Denmark,00:41:45.412,Carry,
,,,,"[52.0, 31.0]",,,,,,,,0.467,,,,,,,,,,,,,,,3a4e81ee-90e7-402c-a25e-8c8406908137,1453,,"[54.0, 26.0]",7532,41,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,79,Peru,784,"['14b8ce3b-5a66-4f05-a846-be9a9cc8f513', '4bb4e5a8-87b8-4b2a-b612-47c7d7d80591', 'c6be7626-7570-4d81-9ba0-69976177dfd3']",59,,,,,,,,,,,,,,,Peru,00:41:59.533,Carry,True
,,,,"[57.0, 62.0]",,,,,,,,1.467,,,,,,,,,,,,,,,7fa64796-1086-4a2b-8bf7-52d4acb911c1,1456,,"[52.0, 57.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,79,Peru,784,"['05727e9b-6ca0-4ee5-a546-90016ee45a99', '8b71f65b-ae4f-4ed9-89f6-2e32bca94c8e']",1,,,,,,,,,,,,,,,Peru,00:42:01.733,Carry,
,,,,"[73.0, 74.0]",,,,,,,,3.747,,,,,,,,,,,,,,,1a1c07af-b24b-46e1-bf9b-ba6980e0aa0f,1459,,"[72.0, 73.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Wing,79,Peru,784,"['177c2680-c86d-4951-8231-947d612d65fd', 'b846b57a-fc6a-47c1-8ccb-18beec75b532']",4,,,,,,,,,,,,,,,Peru,00:42:04.373,Carry,
,,,,"[83.0, 79.0]",,,,,,,,0.667,,,,,,,,,,,,,,,441913ed-b871-4a93-b232-8ed53764ece5,1462,,"[83.0, 78.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,79,Peru,784,"['7be7d905-ef08-4397-bd1e-33305eab6edc', '92826910-b1a9-4fda-9e85-b373b8a4e515', 'c63c2e28-1177-456a-9298-1f1a9558ade9']",8,,,,,,,,,,,,,,,Peru,00:42:08.893,Carry,True
,,,,"[67.0, 75.0]",,,,,,,,1.187,,,,,,,,,,,,,,,c492eb4d-ec19-42fa-a225-f614e044ab27,1466,,"[68.0, 73.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Wing,79,Peru,784,"['06daec9e-2a21-4f0d-8162-32485bee4a72', '19d1e86d-6173-4f08-a99e-21008d835f60', 'e0a237ed-9761-4047-aac5-6da9bf8d2723']",10,,,,,,,,,,,,,,,Peru,00:42:10.893,Carry,True
,,,,"[52.0, 63.0]",,,,,,,,1.893,,,,,,,,,,,,,,,8bc7de76-1aa9-419a-865e-0f2b942ba074,1470,,"[47.0, 66.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,79,Peru,784,"['5d2ff7fc-56e0-4289-af25-1e219c22f986', 'e4ab6936-0a30-482d-8a53-2ca3bd604684']",14,,,,,,,,,,,,,,,Peru,00:42:14.080,Carry,
,,,,"[42.0, 22.0]",,,,,,,,0.841,,,,,,,,,,,,,,,5116667e-d841-4e55-bc73-34ab1869c35f,1473,,"[38.0, 23.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,79,Peru,784,"['4e871498-b951-48fd-99eb-4e0e871bad1b', '4ec7a042-d8a8-426b-b94c-74c109a2ebf2']",18,,,,,,,,,,,,,,,Peru,00:42:18.759,Carry,
,,,,"[54.0, 4.0]",,,,,,,,1.44,,,,,,,,,,,,,,,425d82dd-03e3-484a-954e-49dc33d2ccf9,1476,,"[51.0, 1.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,79,Peru,784,"['34b7b6e1-dc64-4aef-a81f-ec8793249e75', '6d94e870-1774-457b-aec0-9e06d0be7420']",20,,,,,,,,,,,,,,,Peru,00:42:20.960,Carry,
,,,,"[51.0, 6.0]",,,,,,,,4.173,,,,,,,,,,,,,,,af208f7d-c2ba-4105-a2d7-3d107d48c8c7,1479,,"[53.0, 23.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,79,Peru,784,"['3d418d61-39d3-41f7-be3f-f5b249c879b9', '7221a8ae-aa65-4f97-9626-820f388886a2', '86ebe903-7bc5-4eea-a76f-c9fbc67744be']",23,,,,,,,,,,,,,,,Peru,00:42:23.360,Carry,True
,,,,"[59.0, 13.0]",,,,,,,,0.027,,,,,,,,,,,,,,,16068012-b4b2-4865-a134-e17874c4cac8,1486,,"[59.0, 13.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Wing,80,Peru,784,"['5cb01280-3fa7-4479-aa4d-dcf58160c1f1', '6767f948-d8e0-4f2e-b502-f062002e5fc3', 'cc3e8e34-e678-4c6b-9e4c-397b01ea703d']",37,,,,,,,,,,,,,,,Peru,00:42:37.573,Carry,True
,,,,"[65.0, 60.0]",,,,,,,,5.387,,,,,,,,,,,,,,,c0c2b3a2-0b13-4bd8-a99b-74754b82a055,1492,,"[32.0, 52.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,80,Peru,784,"['2e95c70d-c99e-4968-8eea-f45f5fbb992f', '5afa55dd-61fe-40d1-ad96-8b4dcbf3883e']",42,,,,,,,,,,,,,,,Peru,00:42:42.373,Carry,
,,,,"[67.0, 79.0]",,,,,,,,1.867,,,,,,,,,,,,,,,8bf9447d-4ec9-4367-bf30-3b47b11391f5,1496,,"[78.0, 76.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,"['6df37000-4717-4816-a3fc-4580f1d51bc9', '84ec89eb-2d84-403f-9282-8f250b8b53ef']",49,,,,,,,,,,,,,,,Peru,00:42:49.693,Carry,
,,,,"[60.0, 66.0]",,,,,,,,0.867,,,,,,,,,,,,,,,eade7b78-ed15-411b-a12f-4957cc8123a3,1499,,"[61.0, 64.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,80,Peru,784,"['44943887-e057-4b9c-8f2c-133ee4c400bd', '58b04e8d-e12e-42b0-a4cf-b7c038267007', '944b91a1-48bb-4e43-b0e9-fe45c75c7429']",52,,,,,,,,,,,,,,,Peru,00:42:52.293,Carry,True
,,,,"[60.0, 79.0]",,,,,,,,0.347,,,,,,,,,,,,,,,598f063c-6615-47c1-b351-9b27812798d4,1503,,"[60.0, 79.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,"['2a8cc4cb-5373-4862-8c7b-2ab0d536a51c', 'a1fea7e4-5f92-47ba-bf9a-37ba79a2ef94']",54,,,,,,,,,,,,,,,Peru,00:42:54.013,Carry,
,,,,"[72.0, 79.0]",,,,,,,,0.467,,,,,,,,,,,,,,,bbd3071e-aec0-4367-9dae-3fd36a3a3d30,1506,,"[70.0, 79.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,80,Peru,784,"['79e92948-5686-47d4-885d-e354b00fc57d', 'f1ce7853-9be8-4ebd-8afd-dd390ff2397d']",55,,,,,,,,,,,,,,,Peru,00:42:55.373,Carry,
,,,,"[74.0, 52.0]",,,,,,,,3.267,,,,,,,,,,,,,,,7be1a6f3-e000-42b9-b16c-d69f4203ec9c,1509,,"[66.0, 68.0]",7532,42,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,"['925b9780-1bbc-4a54-bb6c-f14b8ad644c2', 'e980d1f1-c2a9-494e-98b7-6ce181beae05', 'fcfd6993-0975-4b63-8d24-4c85b057842a']",56,,,,,,,,,,,,,,,Peru,00:42:56.653,Carry,True
,,,,"[84.0, 34.0]",,,,,,,,0.587,,,,,,,,,,,,,,,725330ae-e6ba-4c52-93b9-bb076d6d2ade,1514,,"[81.0, 40.0]",7532,43,,,,,,,,,,,,,,,,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Wing,80,Peru,784,"['47e44f6a-9aba-467f-9651-de0d1cf7717e', '4d76eba0-655d-4c00-8fc7-8ab1569c7cde', 'b7553c8d-9198-4679-b380-7005f57e4510']",0,,,,,,,,,,,,,,,Peru,00:43:00.693,Carry,True
,,,,"[93.0, 40.0]",,,,,,,,1.707,,,,,,,,,,,,,,,472e405e-a2c3-42bf-9061-cc5096bc6b96,1517,,"[87.0, 40.0]",7532,43,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,"['0ed61dc5-9927-4882-ad49-3cd84a0b8716', 'af74f2ca-fbbb-412b-8145-053208db3413']",1,,,,,,,,,,,,,,,Peru,00:43:01.893,Carry,
,,,,"[105.0, 62.0]",,,,,,,,0.947,,,,,,,,,,,,,,,5441b55f-58d2-47d4-a9d3-3815d938ca6f,1520,,"[105.0, 63.0]",7532,43,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,80,Peru,784,"['49269f26-19d4-409a-bc88-8a6502e1fe8f', 'b08ac08a-7161-4299-8c22-705625ed1228']",5,,,,,,,,,,,,,,,Peru,00:43:05.253,Carry,
,,,,"[105.0, 54.0]",,,,,,,,1.16,,,,,,,,,,,,,,,e4ec7560-092b-476b-98e8-967b8bc42ae2,1523,,"[102.0, 51.0]",7532,43,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,"['6da9e8ac-bc86-4536-9b56-1a5828cbde27', '9ee02833-6272-4e78-aa8a-7fb815bc3b49', 'fb81b312-db50-45b5-babe-c8f4334ee7a4']",7,,,,,,,,,,,,,,,Peru,00:43:07.053,Carry,True
,,,,"[112.0, 74.0]",,,,,,,,4.481,,,,,,,,,,,,,,,4cf46ddd-108e-4077-bc2c-0c653f10fc91,1533,,"[99.0, 64.0]",7532,46,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicolai Jørgensen,5522.0,Center Forward,82,Denmark,776,"['2848d775-fd83-4850-bab7-759decb2718c', '765ad022-419a-4f92-9d29-d01f5dab818d', '7b0f8894-878d-48a8-968e-b185db5a0e7f']",25,,,,,,,,,,,,,,,Denmark,00:46:25.812,Carry,True
,,,,"[31.0, 34.0]",,,,,,,,0.16,,,,,,,,,,,,,,,f9c482a5-f7e7-444a-a7b5-9c0aa843a1b5,1549,,"[29.0, 37.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,85,Peru,784,"['6a7abd31-750c-40f7-b42b-69920e91bfb2', '6ad96867-4f38-4c82-97a6-2d20ed915469']",2,,,,,,,,,,,,,,,Peru,00:00:02.200,Carry,
,,,,"[60.0, 28.0]",,,,,,,,0.307,,,,,,,,,,,,,,,6e2012c2-b471-4662-b295-c0d3a7fb29b1,1553,,"[59.0, 29.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,85,Peru,784,"['5e0b551b-7e44-43f3-9ec0-5ee14c6b7ef1', '7d568f85-716a-405a-a204-d3418d0f0bed', 'e2d38817-3886-4cbc-a803-4e538dc11593']",3,,,,,,,,,,,,,,,Peru,00:00:03.373,Carry,True
,,,,"[94.0, 28.0]",,,,,,,,0.507,,,,,,,,,,,,,,,bd5db37c-d4c4-464d-9dd8-ff28b0811797,1560,,"[96.0, 29.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,85,Peru,784,"['1e29e9e4-829e-4087-b494-81c151cd4e3b', '29f0d46d-99ba-4a04-9b1b-d37dfe8cc476']",9,,,,,,,,,,,,,,,Peru,00:00:09.973,Carry,
,,,,"[100.0, 17.0]",,,,,,,,0.84,,,,,,,,,,,,,,,4b95d0e4-ce81-4db1-ab00-902ff4ab1312,1564,,"[100.0, 16.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Édison Michael Flores Peralta,5525.0,Left Wing,85,Peru,784,"['0bfa1b8e-b48d-4111-9f47-b83abe10d2d7', '1f961eac-1f0c-4453-8512-9996346d5fb4', '860a6515-8bc9-4c9d-b453-aacca7f9e148']",12,,,,,,,,,,,,,,,Peru,00:00:12.440,Carry,True
,,,,"[96.0, 17.0]",,,,,,,,1.64,,,,,,,,,,,,,,,070d47e4-1471-4b7b-a833-ffb921bec4da,1567,,"[90.0, 14.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,85,Peru,784,"['0de7f39a-a6ef-48af-89c0-741066d4c74c', 'f60c4b09-b72d-4aeb-8751-d8d12723d325']",14,,,,,,,,,,,,,,,Peru,00:00:14.480,Carry,
,,,,"[56.0, 76.0]",,,,,,,,2.68,,,,,,,,,,,,,,,4c0bf9d0-448c-4309-a041-83b7cbc7901f,1572,,"[46.0, 76.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Counter,Yussuf Yurary Poulsen,5536.0,Right Wing,86,Denmark,776,"['17734da6-6f67-4823-a0b0-52e547377413', '72b5e27b-63d6-419e-b017-1f834b594e59', 'f0834f7e-8463-48db-be3a-f7622bf09a38']",19,,,,,,,,,,,,,,,Denmark,00:00:19.493,Carry,True
,,,,"[93.0, 62.0]",,,,,,,,3.88,,,,,,,,,,,,,,,e684a5c9-7747-4ce9-8dca-e183f9f45ff7,1575,,"[60.0, 68.0]",7532,45,,,,,,,,,,,,,,,,,,,2,From Counter,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,86,Denmark,776,"['1e73b707-6834-429f-8c42-0bc020b34753', '2e227798-832c-4121-9cfe-5ee2474c7316', '4cb95623-3fd5-4281-8168-fe586f47635b']",23,,,,,,,,,,,,,,,Denmark,00:00:23.373,Carry,True
,,,,"[30.0, 3.0]",,,,,,,,1.72,,,,,,,,,,,,,,,0dddb6d2-b16e-4cd0-a856-88e044768765,1584,,"[29.0, 12.0]",7532,45,,,,,,,,,,,,,,,,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Wing,87,Peru,784,"['9ca1bfb0-4c46-451b-95c8-a3743f5a0834', '9fb582e3-d368-4e75-b923-f5ccad35610d', 'a15c940f-b619-44a9-b37c-072dfca0c186']",32,,,,,,,,,,,,,,,Peru,00:00:32.280,Carry,True
,,,,"[36.0, 17.0]",,,,,,,,0.027,,,,,,,,,,,,,,,b681adc8-97f6-49ac-9187-4d35a64476ee,1589,,"[36.0, 20.0]",7532,45,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,87,Peru,784,"['55d5d7f2-a605-41e5-ad65-de1c84836d79', 'd2eb10d5-f417-457a-a973-d723c14ff016']",35,,,,,,,,,,,,,,,Peru,00:00:35.813,Carry,
,,,,"[90.0, 71.0]",,,,,,,,0.84,,,,,,,,,,,,,,,d3cca2af-94ee-4d7b-baf1-5ce326daae19,1595,,"[89.0, 75.0]",7532,45,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,87,Peru,784,"['64e7cb68-bb3f-42be-8ff1-c6b9fabdf37a', '92d6c8d4-cb2c-4651-bca5-9319eca7028b']",38,,,,,,,,,,,,,,,Denmark,00:00:38.773,Carry,
,,,,"[24.0, 20.0]",,,,,,,,1.16,,,,,,,,,,,,,,,3c3e7e9f-78ea-4598-8c62-13dd12948315,1602,,"[23.0, 23.0]",7532,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,88,Denmark,776,"['56627951-6522-44a3-9eaf-cc4db4a9dbe6', '8ad705fe-6314-4e1d-9620-a00d0cd44b12', 'bcb06dcf-6334-416c-bebc-82ebe2947a5d']",10,,,,,,,,,,,,,,,Peru,00:01:10.400,Carry,True
,,,,"[16.0, 48.0]",,,,,,,,1.76,,,,,,,,,,,,,,,abcf94bc-085d-4975-b888-f28e9297bbab,1607,,"[16.0, 48.0]",7532,46,,,,,,,,,,,,,,,,,,,2,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,88,Denmark,776,"['51e16c92-f816-4f34-bb12-7d43fcbf8562', 'ce42240d-0a33-436e-bfa0-19c8263b0c18']",18,,,,,,,,,,,,,,,Denmark,00:01:18.413,Carry,
,,,,"[44.0, 9.0]",,,,,,,,2.507,,,,,,,,,,,,,,,c97abf1f-ae43-48a0-8ae4-b0bcde5a8032,1615,,"[42.0, 6.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,89,Peru,784,"['3244b04f-62c5-45a8-8124-ef49637282c1', '3c3529f0-f6c8-4abd-88dd-bdfb06416bc5', '69a609c2-5589-4c86-9302-9bddc028ed80']",30,,,,,,,,,,,,,,,Peru,00:01:30.773,Carry,True
,,,,"[21.0, 30.0]",,,,,,,,1.6,,,,,,,,,,,,,,,5e3eeba7-eac6-4fb5-a4aa-c5079bcf5c01,1619,,"[22.0, 23.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,89,Peru,784,"['75175a67-7769-4ee3-97ea-f8ca2ac6c285', '8ff34c51-853c-4d94-bcd2-1ed8f92855c8']",35,,,,,,,,,,,,,,,Peru,00:01:35.040,Carry,
,,,,"[31.0, 57.0]",,,,,,,,2.32,,,,,,,,,,,,,,,61a51359-a750-4290-b186-b8f370915b90,1622,,"[23.0, 59.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,89,Peru,784,"['0065f8c2-2c85-4716-b576-ba1d3a867c8c', 'c2b77544-b68c-4b82-8d4f-a46325ac03c6']",38,,,,,,,,,,,,,,,Peru,00:01:38.840,Carry,
,,,,"[35.0, 40.0]",,,,,,,,1.92,,,,,,,,,,,,,,,12e93994-bc4b-4b6f-ab37-68b1a3a58584,1625,,"[32.0, 48.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,89,Peru,784,"['d9c793ce-ddc8-4ea5-8380-c18f0677581a', 'f3393bd1-c611-41f2-be47-1797e80d2361']",42,,,,,,,,,,,,,,,Peru,00:01:42.680,Carry,
,,,,"[50.0, 15.0]",,,,,,,,3.44,,,,,,,,,,,,,,,a3050a76-ea9c-4341-8496-311bafcf3148,1628,,"[38.0, 20.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,89,Peru,784,"['052f8c30-3253-4eb3-899f-ed8181c4198d', 'b422ace8-8d75-4249-b887-b68c1dd01789']",46,,,,,,,,,,,,,,,Peru,00:01:46.760,Carry,
,,,,"[52.0, 62.0]",,,,,,,,2.2,,,,,,,,,,,,,,,3c9426d2-94f2-4be0-8c3b-232831ae0dae,1635,,"[53.0, 65.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Lasse Schöne,5520.0,Right Center Midfield,90,Denmark,776,"['5842474f-c759-4314-849a-65fef8800dbb', '6aaa58cb-c27c-4546-85e4-4ec869600c70', 'ecbd6a05-f09e-4322-b3ab-56f3395906e4']",53,,,,,,,,,,,,,,,Denmark,00:01:53.853,Carry,True
,,,,"[48.0, 53.0]",,,,,,,,0.24,,,,,,,,,,,,,,,3e9b2add-b62a-4aea-8498-94c672e37d33,1641,,"[49.0, 60.0]",7532,46,,,,,,,,,,,,,,,,,,,2,Regular Play,Lasse Schöne,5520.0,Right Center Midfield,90,Denmark,776,"['1d20ca35-85df-4ac2-93a5-5e9f149c47c8', 'c5ddbe1b-9532-4bd1-ad13-d1ab38037e79']",57,,,,,,,,,,,,,,,Denmark,00:01:57.293,Carry,
